,id,id_str,text,Emoji_Sentiment
3007,1410050371783962635,1410050371783962635,@NintendoAmerica Animal Crossing Server offline 😬,0.0
3011,1410049908938268677,1410049908938268677,@ArcanaLegacy Reason why I recently stopped playing Animal Crossing after like 700 hours....it WAS a daily chore😅,0.0
3063,1410040691904950289,1410040691904950289,I really wish animal crossing was still enjoyable 😔,0.0
3071,1410040009323917312,1410040009323917312,"RT @KitsuneRuby2: Quiero conocer a mutuals:
🌸Animal crossing
🌸Monster Hunter 
🌸Apex Legends
🌸Anime 
🌸 LGBTfliendly 
🌸Streamer
🌸Nintendo swi…",1.0
3079,1410039409894772736,1410039409894772736,@MxBunntastic I wish I could get into Animal Crossing Rossing. I have the 3DS and... I get bored very quickly if theirs no direction. 💙🥺,1.0
3086,1410038739406049282,1410038739406049282,"RT @notbellattv: Live now on Twitch!

Some more of the usual animal crossing island decorating as a little after-work wind down. 🌼💕
https:/…",1.0
3093,1410038374073733121,1410038374073733121,when r we going to get animal crossing nh ver 2.0 already 😔🤙 rt to manifest,0.0
3106,1410037529840013312,1410037529840013312,"help me I need mutuals 🏄‍♀️
mostly tweet abt: 

-FEH
-Genshin impact 
-Mystic messenger
-Netflix Shows
-Animal cros… https://t.co/IjXKSsH2Zi",1.0
3111,1410037173785698304,1410037173785698304,"RT @ieafysapien: 🌟💖Relaunching my store with brand new charms up for preorder and old ones too!! ToH, animal crossing, fruits basket and Th…",1.0
3118,1410036839046696968,1410036839046696968,And now I’m gonna go hide on my Animal Crossing island for the rest of the night 💕,1.0
3121,1410036200220549121,1410036200220549121,"Those ""animal crossing player"" tweets are.... lame 💀💀 here let me make one",0.0
3126,1410035963028381700,1410035963028381700,"@IMissLLawliet You may be in her dms but I’m the god of her animal crossing island, we’re not the same 💪🏼😤",1.0
3135,1410034866587004930,1410034866587004930,@francotion Angie 👀 can we be friends in animal crossing?,0.0
3138,1410034565511581700,1410034565511581700,I wanna go back to the cute animal crossing friend dates 😔,0.0
3140,1410034250741686276,1410034250741686276,"RT @seaqqmber: I’ve been making hand carved animal crossing rubber stamps  🐸🌸 RTs appreciated 🥺

Insta @studionoooodle
Etsy https://t.co/HL…",1.0
3146,1410033108095705088,1410033108095705088,@NerdyPam Wow. That's awesome for him! But I'd miss my husband SO much if he left for that long. 😅 You can chat wit… https://t.co/Cn88qERfOo,0.0
3148,1410032953833320451,1410032953833320451,@MrBeast I stream Animal Crossing &amp; Pokémon shield. It’s always chaos but I love my little community. https://t.co/tjqaPM7AFr 💗🌸✨,1.0
3167,1410030181436243969,1410030181436243969,Since graduating college I’ve just been in my room binge watching shows and playing animal crossing😫 https://t.co/sidaM9g7Uw,0.0
3192,1410027054725226501,1410027054725226501,This year's Wedding Season event in Animal Crossing: New Horizons is almost over when June ends! 🎉 It's your last c… https://t.co/wvRZqFumZJ,1.0
3201,1410026458509058049,1410026458509058049,"RT @keithphobic: ‼️‼️SHOP IS NOW OPEN!🎸💥Pokemon, Ace Attorney, and Animal Crossing are in this round up! Support your local mixed queer guy…",0.0
3206,1410025555211087876,1410025555211087876,"hihiiii 💙 going live rn on twitch! Playing some animal crossing finally working on my sanrio island! Come hang ☺🌸
💌… https://t.co/DrEAo5DwPj",1.0
3212,1410025059536805899,1410025059536805899,RT @AmandaaTurtle: I really made actual lifelong friends from my animal crossing online persona and that's incredible 😭,0.0
3216,1410024088211447811,1410024088211447811,I really made actual lifelong friends from my animal crossing online persona and that's incredible 😭,0.0
3218,1410023907013402625,1410023907013402625,RT @isleofjane: AC player who still plays Animal Crossing 👉🏼👈🏼,1.0
3224,1410023009667137536,1410023009667137536,i rly miss playing animal crossing w the besties 😔😔😔,0.0
3237,1410021625731469313,1410021625731469313,@NNPZ_XVJGUIZL Animal crossing yeah 😅🤣,0.0
3262,1410018010224529416,1410018010224529416,avoided it for years but I finally got animal crossing and I'm shaking at the amount of hours I've put into it this past week 😭,0.0
3263,1410017768464863237,1410017768464863237,"RT @DreamSynddArt: I really like seeing animal crossing characters being made into cute anime people so here's my try 😋💕
I've been playing…",1.0
3266,1410017377954287619,1410017377954287619,"im sharing my 2 favorite animal crossing tracks - nobody asked but im doing it anyways 

ACNL 7pm &amp; ACNH 5am are 👌… https://t.co/WyxMRMvN5h",1.0
3273,1410016821210619906,1410016821210619906,surprise twitch stream in 50 minutes 5:15pm PST! animal crossing ofc 💗,1.0
3291,1410014262781693958,1410014262781693958,it looks like animal crossing furniture 😭 it’s everything https://t.co/K4QoZ8TZsY https://t.co/gON96P4BzU,0.0
3320,1410011977548697606,1410011977548697606,"@JohnLe412 😂🤣 I’ve never played it. I’ve been stuck on animal crossing since I got a Switch in March, so maybe it’s… https://t.co/Esft4g0fES",1.0
3328,1410011534726684676,1410011534726684676,animal 🦓 crossing ☦️ sugar 🍭 mommy 🤱🏻,1.0
3333,1410010721539268610,1410010721539268610,I knew this was fake when I saw that Animal Crossing x Hello Kitty Twin Stars ass trans flag inspired couch 😭 https://t.co/vYJ2XrEdh0,0.0
3334,1410010206642315268,1410010206642315268,@perfectaenist &lt;3 and animal crossing lofi works well too 😭i like familiar music bc then my brain expects the next notes ;-;,0.0
3356,1410007321913200645,1410007321913200645,animal crossing date 🙏🙏 https://t.co/a9qwrg5a0u,1.0
3370,1410006119775281153,1410006119775281153,RT @jelloplum_: animal crossing icons 💘 https://t.co/l1UJT4szuS,1.0
3380,1410004928546971649,1410004928546971649,I am about to get on animal crossing for the first time in months. Can’t wait till my villagers all ask to move away 😂,1.0
3381,1410004823664115721,1410004823664115721,moving animal crossing stream to 7pm CST! Got stuck in traffic lol. See you all soon 💕,1.0
3386,1410003936044593155,1410003936044593155,@NintendoAmerica Mario golf super rush needs Tom Nook and an animal crossing course! Please 😍😍😍😍,1.0
3392,1410003551313612800,1410003551313612800,when you try to compliment your gf on animal crossing and they ignore you 😍😍😍😍😍😍😍😍,1.0
3406,1410002960193622018,1410002960193622018,i want to play sims 4 or animal crossing but i have neither of them 💔,0.0
3408,1410002830618939397,1410002830618939397,@woesby Only my Animal Crossing Wild World online friends from 2006 can call me that 😡,0.0
3409,1410002825741062144,1410002825741062144,@misty_horizons if it means we get to live our life like it’s animal crossing… i’m down 😂 https://t.co/wMbXUQZmzF,1.0
3411,1410002608870264834,1410002608870264834,who's gonna help me fix my animal crossing island tonight 😭,0.0
3418,1410001592242298888,1410001592242298888,japanese style animal crossing islands are so beautiful why was I ever obsessed with cottage core 😂,1.0
3424,1410001150582005764,1410001150582005764,I was trying to pick up a weed in animal crossing but it was a flower I planted that hasn’t sprouted 😭😂,1.0
3429,1410000879240069121,1410000879240069121,Someone play animal crossing with me 😠 please,0.0
3439,1409999164390395911,1409999164390395911,Animal crossing player who wants her to just shut up 😭 esp when I'm time travelling loool https://t.co/nyjnIIGOdJ,0.0
3440,1409999042134908929,1409999042134908929,"Live now on Twitch!

Some more of the usual animal crossing island decorating as a little after-work wind down. 🌼💕
https://t.co/u0CEjAS14Q",1.0
3450,1409998001154707456,1409998001154707456,@Kitsulie They all look super cute! Those cherry ones reminds me of Animal Crossing! Heheh! 😄,1.0
3453,1409997179444289536,1409997179444289536,typing on animal crossing was literal hell 😭,0.0
3461,1409995330918223872,1409995330918223872,"i havent played animal crossing in forever so ,,,, im making a new island now 😤😤",0.0
3470,1409994861038686210,1409994861038686210,RT @O0WWWuyzXDj6UtR: Not the animal crossing peaches i- 😭😭😭😭 https://t.co/lKzfo7hADf,0.0
3476,1409994225102606336,1409994225102606336,@rogueambit It looks like the Cinnamonroll couch from animal crossing 😭💕,0.0
3480,1409993886022373379,1409993886022373379,Not the animal crossing peaches i- 😭😭😭😭 https://t.co/lKzfo7hADf,0.0
3500,1409991434384646154,1409991434384646154,Wow the moment I stopped caring about animal crossing as much my turnip prices are like 630 bells per turnip 💀,0.0
3508,1409990425071521794,1409990425071521794,I feel like animal crossing will heal me 😣,0.0
3511,1409990161484718081,1409990161484718081,@aceomnia i am bored of animal crossing and pokémon sword was the easiest pokémon game i've ever played😭these are t… https://t.co/DeTYBkWDQl,0.0
3520,1409989201374941190,1409989201374941190,"You don’t know how long I’ve been waiting for this Story of Seasons pioneers of olive town update 😅

Animal Crossin… https://t.co/3EQ4t5M7Kd",0.0
3521,1409989094483140610,1409989094483140610,it’s been so long since i played animal crossing like that and damn this shit done caught me up again😂,1.0
3544,1409986443271983105,1409986443271983105,"RT @PinkRangerGamin: 🎀Time to Switch it Up🎀Stream Raiders🎀Discord🎀Variety Games🎀 Chill day so why not some animal crossing,
https://t.co/xD…",1.0
3546,1409986240779333637,1409986240779333637,@NookTits I got the animal crossing bundle ☺️,1.0
3547,1409986064421429251,1409986064421429251,@celynva @mbilik_ 😆Are you sure... lmao ... I would ruin your animal crossing game experience.l if we did.,1.0
3552,1409985279004495873,1409985279004495873,"@JackaryDraws 🎮 - Mario Golf: Super Rush, Animal Crossing: NH, SSBU
👀 - Moving
About myself - Gee. That's hard... I… https://t.co/jchB8xBieW",0.0
3560,1409984290419511299,1409984290419511299,im a female but i play animal crossing….💔 https://t.co/myYVy7rt31,0.0
3563,1409984191878533124,1409984191878533124,@SunaCeea like animal crossing 😭😭 that’s so cute,0.0
3578,1409981907882893324,1409981907882893324,"hello! 
my name is muzze and my pronouns are she / her
i’m 20 and my mbti is infj-t
🌞 gemini, 🌚 sagittarius + ⬆️ le… https://t.co/FK6263c17m",1.0
3584,1409981186752102401,1409981186752102401,RT @LilBigTrouble: Animal crossing notebook 💞 #etsyfinds https://t.co/cGcNDVprDO,1.0
3586,1409981091155529728,1409981091155529728,celebrating my graduation on animal crossing with hobi by my side 😆💓 this is what it’s supposed to be like.. right? https://t.co/qEVzAdFxZq,1.0
3587,1409980978332852230,1409980978332852230,animal crossing themed gifts I made the other day :) 🎁 https://t.co/6mNqXx9B0u,1.0
3600,1409979899142721537,1409979899142721537,@plumbellayt animal crossing cottagecore island channel when😤,0.0
3608,1409979539036557312,1409979539036557312,@sour_lux Soon it’ll basically animal crossing wallpaper 😩,0.0
3615,1409978480775905287,1409978480775905287,@jmoretan I don’t think I’m ready for that I’m terrified of bees 😣 first step is to just be coool around them once… https://t.co/mZAUPgTxD7,0.0
